day,meal,item,weather,event,demand
Saturday,Lunch,Biryani,Cloudy,Exam,149
Thursday,Snacks,Samosa,Cold,No,219
Thursday,Breakfast,Sandwich,Cold,Sports Meet,151
Thursday,Dinner,Rice,Cold,No,117
Tuesday,Breakfast,Idli,Rainy,Festival,197
Wednesday,Lunch,Rice,Cold,Sports Meet,184
Wednesday,Snacks,Puff,Sunny,Sports Meet,162
Sunday,Lunch,Biryani,Cold,Sports Meet,268
Friday,Lunch,Rice,Cold,No,98
Saturday,Snacks,Samosa,Rainy,Sports Meet,308
Monday,Lunch,Chapati,Rainy,Exam,72
Wednesday,Lunch,Noodles,Cold,Festival,208
Tuesday,Dinner,Chapati,Cloudy,Sports Meet,215
Thursday,Lunch,Biryani,Cloudy,Exam,166
Wednesday,Breakfast,Sandwich,Rainy,No,94
Friday,Lunch,Biryani,Rainy,Sports Meet,220
Sunday,Snacks,Noodles,Cold,Holiday,110
Saturday,Dinner,Noodles,Rainy,No,146
Wednesday,Dinner,Noodles,Sunny,Sports Meet,168
Sunday,Lunch,Rice,Cold,Sports Meet,217
Saturday,Snacks,Noodles,Sunny,Exam,68
Sunday,Dinner,Biryani,Rainy,No,150
Friday,Snacks,Noodles,Sunny,Exam,81
Saturday,Lunch,Chapati,Sunny,Sports Meet,190
Friday,Lunch,Chapati,Sunny,Exam,112
Monday,Breakfast,Dosa,Sunny,Holiday,196
Sunday,Dinner,Chapati,Cold,Exam,72
Saturday,Lunch,Noodles,Sunny,Sports Meet,227
Saturday,Snacks,Sandwich,Rainy,Festival,238
Thursday,Dinner,Biryani,Cloudy,No,181
Wednesday,Breakfast,Dosa,Rainy,No,83
Friday,Breakfast,Sandwich,Cloudy,No,128
Sunday,Snacks,Sandwich,Rainy,Festival,217
Tuesday,Dinner,Noodles,Cloudy,Holiday,81
Sunday,Lunch,Noodles,Rainy,No,162
Saturday,Lunch,Rice,Cold,Sports Meet,170
Sunday,Breakfast,Dosa,Rainy,No,115
Sunday,Dinner,Chapati,Rainy,Exam,117
Tuesday,Lunch,Noodles,Sunny,Holiday,182
Sunday,Breakfast,Idli,Sunny,No,131
Friday,Breakfast,Sandwich,Sunny,Sports Meet,252
Wednesday,Lunch,Noodles,Cloudy,No,135
Monday,Lunch,Noodles,Sunny,Holiday,214
Thursday,Dinner,Chapati,Cold,No,61
Thursday,Breakfast,Dosa,Cloudy,Festival,193
Wednesday,Dinner,Biryani,Sunny,No,169
Tuesday,Lunch,Noodles,Rainy,Festival,196
Friday,Lunch,Rice,Cloudy,Holiday,135
Wednesday,Snacks,Noodles,Cold,Holiday,126
Monday,Breakfast,Dosa,Sunny,Exam,127
Friday,Breakfast,Dosa,Cold,Festival,168
Tuesday,Lunch,Rice,Cloudy,Sports Meet,231
Saturday,Dinner,Rice,Rainy,Festival,230
Tuesday,Breakfast,Idli,Cold,Festival,214
Thursday,Snacks,Noodles,Rainy,Sports Meet,251
Monday,Snacks,Puff,Cloudy,No,119
Tuesday,Snacks,Sandwich,Cloudy,Sports Meet,227
Friday,Breakfast,Idli,Rainy,No,102
Monday,Snacks,Samosa,Cold,Exam,210
Saturday,Dinner,Noodles,Rainy,No,142
Friday,Breakfast,Dosa,Cold,Sports Meet,196
Wednesday,Breakfast,Dosa,Cold,Festival,206
Wednesday,Dinner,Chapati,Cloudy,Sports Meet,203
Friday,Snacks,Samosa,Cold,Sports Meet,292
Wednesday,Snacks,Sandwich,Cloudy,Festival,206
Friday,Dinner,Chapati,Sunny,Exam,57
Thursday,Lunch,Rice,Rainy,Exam,111
Saturday,Snacks,Samosa,Rainy,Sports Meet,303
Friday,Lunch,Chapati,Cloudy,Exam,49
Thursday,Dinner,Biryani,Cloudy,Sports Meet,260
Friday,Dinner,Biryani,Cloudy,Holiday,128
Sunday,Snacks,Noodles,Sunny,Sports Meet,176
Monday,Snacks,Noodles,Cloudy,Holiday,87
Saturday,Snacks,Puff,Cloudy,Sports Meet,181
Friday,Lunch,Chapati,Cold,Sports Meet,176
Friday,Breakfast,Sandwich,Sunny,Sports Meet,202
Tuesday,Snacks,Sandwich,Cloudy,No,116
Thursday,Lunch,Biryani,Rainy,Festival,239
Tuesday,Breakfast,Dosa,Cloudy,Holiday,188
Friday,Lunch,Noodles,Cold,No,133
Thursday,Breakfast,Idli,Cloudy,Holiday,150
Thursday,Snacks,Puff,Cloudy,Exam,62
Wednesday,Snacks,Noodles,Cloudy,Sports Meet,196
Thursday,Breakfast,Dosa,Cold,Festival,135
Monday,Snacks,Samosa,Rainy,No,226
Friday,Dinner,Noodles,Cold,Festival,204
Tuesday,Lunch,Biryani,Rainy,Festival,201
Sunday,Lunch,Biryani,Sunny,Sports Meet,229
Friday,Dinner,Noodles,Cold,Holiday,72
Thursday,Lunch,Chapati,Sunny,No,122
Tuesday,Breakfast,Sandwich,Rainy,Sports Meet,130
Monday,Snacks,Samosa,Rainy,Sports Meet,283
Saturday,Snacks,Puff,Cold,Sports Meet,223
Saturday,Lunch,Biryani,Cold,No,137
Friday,Lunch,Chapati,Cloudy,No,106
Friday,Snacks,Samosa,Cloudy,Sports Meet,260
Sunday,Snacks,Samosa,Cold,Sports Meet,275
Sunday,Lunch,Biryani,Rainy,Festival,230
Sunday,Dinner,Biryani,Rainy,No,206
Friday,Breakfast,Dosa,Cold,Exam,53
Monday,Snacks,Puff,Rainy,Festival,173
Thursday,Breakfast,Idli,Cold,No,113
Monday,Snacks,Samosa,Rainy,Festival,285
Tuesday,Snacks,Sandwich,Cold,No,165
Wednesday,Snacks,Samosa,Cloudy,Sports Meet,238
Monday,Snacks,Sandwich,Rainy,Exam,140
Friday,Snacks,Noodles,Cold,Sports Meet,252
Saturday,Lunch,Rice,Cloudy,Holiday,175
Thursday,Lunch,Rice,Cloudy,Festival,235
Saturday,Snacks,Samosa,Sunny,Holiday,167
Tuesday,Breakfast,Sandwich,Sunny,Festival,220
Sunday,Breakfast,Dosa,Rainy,Sports Meet,169
Thursday,Lunch,Noodles,Sunny,Exam,74
Saturday,Breakfast,Sandwich,Cloudy,Exam,104
Thursday,Lunch,Chapati,Rainy,Holiday,111
Saturday,Lunch,Noodles,Cold,Holiday,206
Saturday,Dinner,Biryani,Rainy,Exam,160
Monday,Dinner,Noodles,Sunny,Festival,226
Friday,Lunch,Chapati,Sunny,Exam,70
Thursday,Dinner,Chapati,Rainy,Festival,156
Thursday,Lunch,Biryani,Sunny,Sports Meet,261
Monday,Dinner,Chapati,Cold,Sports Meet,155
Saturday,Lunch,Chapati,Cold,No,116
Monday,Dinner,Chapati,Sunny,Sports Meet,189
Friday,Lunch,Rice,Cloudy,Sports Meet,208
Sunday,Dinner,Rice,Cold,Festival,242
Wednesday,Snacks,Puff,Cloudy,Festival,172
Sunday,Dinner,Rice,Cold,Festival,201
Monday,Snacks,Puff,Rainy,Exam,110
Sunday,Lunch,Rice,Rainy,Exam,108
Tuesday,Lunch,Rice,Cold,Holiday,148
Wednesday,Breakfast,Idli,Sunny,Festival,210
Friday,Breakfast,Dosa,Cold,Festival,202
Friday,Dinner,Biryani,Cold,No,155
Wednesday,Breakfast,Dosa,Cloudy,No,127
Saturday,Snacks,Noodles,Cold,Holiday,111
Wednesday,Snacks,Samosa,Cold,No,216
Saturday,Lunch,Noodles,Cold,No,110
Wednesday,Breakfast,Idli,Cloudy,Sports Meet,207
Thursday,Breakfast,Dosa,Sunny,Sports Meet,239
Saturday,Dinner,Biryani,Sunny,Holiday,174
Friday,Lunch,Biryani,Sunny,Exam,180
Sunday,Breakfast,Sandwich,Cloudy,Holiday,171
Monday,Dinner,Chapati,Sunny,Festival,212
Friday,Breakfast,Sandwich,Cold,Holiday,137
Friday,Snacks,Sandwich,Sunny,Festival,240
Tuesday,Dinner,Rice,Sunny,Holiday,104
Sunday,Breakfast,Sandwich,Rainy,Exam,96
Wednesday,Lunch,Chapati,Cold,Holiday,148
Wednesday,Dinner,Noodles,Cold,Sports Meet,227
Wednesday,Dinner,Rice,Cold,Holiday,43
Friday,Breakfast,Dosa,Sunny,No,145
Thursday,Snacks,Samosa,Cold,Holiday,176
Wednesday,Dinner,Rice,Rainy,Holiday,51
Saturday,Snacks,Noodles,Rainy,Exam,126
Friday,Breakfast,Dosa,Rainy,Sports Meet,198
Tuesday,Snacks,Samosa,Cloudy,Holiday,141
Friday,Breakfast,Idli,Cold,No,80
Wednesday,Lunch,Noodles,Cloudy,Exam,102
Tuesday,Breakfast,Sandwich,Rainy,Sports Meet,177
Monday,Dinner,Biryani,Rainy,Exam,132
Friday,Lunch,Biryani,Sunny,Festival,315
Thursday,Snacks,Sandwich,Cloudy,Holiday,122
Wednesday,Breakfast,Dosa,Rainy,No,95
Saturday,Snacks,Noodles,Cloudy,Exam,106
Sunday,Snacks,Noodles,Cloudy,No,102
Saturday,Lunch,Chapati,Cold,Holiday,126
Sunday,Snacks,Noodles,Cold,Sports Meet,241
Friday,Dinner,Noodles,Rainy,Sports Meet,167
Sunday,Dinner,Noodles,Rainy,Exam,98
Tuesday,Snacks,Puff,Cold,Holiday,106
Thursday,Breakfast,Dosa,Cloudy,Sports Meet,176
Friday,Snacks,Puff,Cold,Holiday,137
Tuesday,Snacks,Noodles,Rainy,Holiday,138
Sunday,Breakfast,Sandwich,Rainy,Festival,171
Tuesday,Breakfast,Sandwich,Cloudy,Festival,201
Tuesday,Dinner,Noodles,Sunny,Sports Meet,231
Saturday,Snacks,Noodles,Cloudy,Holiday,123
Thursday,Lunch,Rice,Cold,Holiday,168
Saturday,Breakfast,Sandwich,Rainy,Festival,167
Tuesday,Snacks,Sandwich,Cold,Holiday,141
Monday,Breakfast,Dosa,Cloudy,Holiday,149
Friday,Dinner,Rice,Rainy,No,91
Monday,Breakfast,Dosa,Cold,Sports Meet,182
Wednesday,Breakfast,Dosa,Rainy,Holiday,126
Tuesday,Breakfast,Idli,Cold,Sports Meet,142
Monday,Dinner,Biryani,Rainy,Sports Meet,197
Wednesday,Breakfast,Idli,Sunny,Holiday,171
Sunday,Snacks,Noodles,Rainy,Holiday,143
Monday,Breakfast,Idli,Rainy,Exam,56
Friday,Dinner,Chapati,Rainy,Holiday,35
Friday,Lunch,Biryani,Cloudy,No,209
Sunday,Breakfast,Idli,Sunny,Holiday,202
Monday,Breakfast,Sandwich,Sunny,No,143
Thursday,Lunch,Biryani,Rainy,Sports Meet,203
Sunday,Dinner,Rice,Sunny,No,151
Friday,Dinner,Chapati,Sunny,Holiday,75
Sunday,Lunch,Noodles,Rainy,No,126
Monday,Breakfast,Dosa,Cloudy,Festival,184
Saturday,Lunch,Noodles,Sunny,No,158
Tuesday,Snacks,Noodles,Cold,Festival,223
Friday,Snacks,Sandwich,Cloudy,No,146
Saturday,Lunch,Noodles,Sunny,Festival,230
Saturday,Snacks,Samosa,Sunny,Festival,232
Saturday,Breakfast,Idli,Cloudy,Festival,189
Tuesday,Dinner,Biryani,Rainy,No,168
Tuesday,Lunch,Biryani,Cold,Festival,228
Monday,Dinner,Chapati,Cloudy,Holiday,45
Sunday,Lunch,Biryani,Cloudy,Holiday,231
Monday,Lunch,Noodles,Sunny,No,145
Sunday,Lunch,Biryani,Sunny,Sports Meet,287
Friday,Dinner,Chapati,Rainy,Festival,119
Thursday,Dinner,Chapati,Cloudy,Exam,117
Monday,Lunch,Noodles,Sunny,Festival,222
Sunday,Snacks,Puff,Cloudy,Sports Meet,183
Thursday,Snacks,Sandwich,Rainy,Holiday,126
Saturday,Lunch,Biryani,Cold,No,164
Monday,Dinner,Noodles,Rainy,Festival,138
Thursday,Snacks,Noodles,Cold,Holiday,119
Tuesday,Breakfast,Dosa,Rainy,Sports Meet,172
Wednesday,Breakfast,Sandwich,Cloudy,Sports Meet,182
Thursday,Dinner,Biryani,Cold,Exam,153
Friday,Dinner,Noodles,Cloudy,Holiday,105
Monday,Lunch,Biryani,Cold,Sports Meet,215
Tuesday,Lunch,Biryani,Rainy,Exam,151
Friday,Dinner,Chapati,Cloudy,Exam,92
Friday,Lunch,Biryani,Sunny,No,206
Monday,Breakfast,Sandwich,Rainy,Sports Meet,144
Friday,Snacks,Samosa,Cloudy,Festival,268
Tuesday,Lunch,Rice,Cold,Sports Meet,166
Saturday,Snacks,Sandwich,Sunny,Holiday,76
Monday,Breakfast,Idli,Cloudy,Sports Meet,209
Friday,Snacks,Samosa,Cloudy,Holiday,158
Wednesday,Lunch,Biryani,Cold,No,198
Friday,Dinner,Rice,Cloudy,Sports Meet,184
Tuesday,Snacks,Samosa,Cold,Exam,171
Saturday,Snacks,Noodles,Cold,Exam,139
Thursday,Snacks,Sandwich,Sunny,Holiday,81
Tuesday,Snacks,Sandwich,Rainy,Festival,209
Tuesday,Dinner,Biryani,Rainy,Sports Meet,238
Wednesday,Breakfast,Sandwich,Sunny,Festival,199
Sunday,Dinner,Noodles,Sunny,No,152
Thursday,Lunch,Biryani,Sunny,No,215
Tuesday,Lunch,Rice,Rainy,Sports Meet,183
Wednesday,Snacks,Noodles,Cold,Holiday,108
Saturday,Lunch,Rice,Cloudy,No,139
Sunday,Dinner,Chapati,Rainy,No,146
Friday,Snacks,Noodles,Cloudy,Exam,95
Tuesday,Snacks,Sandwich,Rainy,Festival,231
Sunday,Lunch,Biryani,Sunny,Holiday,281
Sunday,Breakfast,Sandwich,Rainy,No,102
Friday,Snacks,Puff,Cloudy,Festival,189
Thursday,Lunch,Chapati,Cloudy,Exam,81
Monday,Dinner,Biryani,Sunny,Exam,174
Friday,Dinner,Biryani,Cold,No,164
Wednesday,Dinner,Biryani,Cloudy,Holiday,184
Saturday,Snacks,Noodles,Rainy,Sports Meet,260
Saturday,Snacks,Sandwich,Cloudy,Festival,158
Friday,Snacks,Puff,Rainy,Festival,205
Monday,Dinner,Noodles,Rainy,Sports Meet,203
Thursday,Dinner,Biryani,Rainy,Holiday,118
Friday,Snacks,Samosa,Rainy,No,232
Friday,Breakfast,Sandwich,Cloudy,Holiday,163
Tuesday,Lunch,Rice,Rainy,Sports Meet,189
Monday,Breakfast,Sandwich,Cloudy,Holiday,169
Friday,Lunch,Noodles,Sunny,Festival,242
Wednesday,Snacks,Samosa,Sunny,Festival,238
Thursday,Lunch,Chapati,Sunny,No,93
Wednesday,Lunch,Chapati,Cold,No,103
Saturday,Lunch,Biryani,Cloudy,No,205
Saturday,Snacks,Sandwich,Sunny,Holiday,82
Thursday,Snacks,Noodles,Rainy,Sports Meet,251
Sunday,Dinner,Biryani,Cold,Sports Meet,280
Friday,Snacks,Sandwich,Sunny,Sports Meet,207
Monday,Dinner,Rice,Sunny,Festival,188
Thursday,Breakfast,Idli,Rainy,Festival,152
Thursday,Dinner,Rice,Cloudy,Festival,186
Saturday,Dinner,Rice,Cold,Exam,64
Tuesday,Lunch,Chapati,Cloudy,Holiday,121
Wednesday,Snacks,Sandwich,Sunny,Sports Meet,165
Tuesday,Snacks,Noodles,Rainy,Holiday,131
Monday,Breakfast,Dosa,Cold,Sports Meet,147
Friday,Dinner,Biryani,Rainy,No,175
Saturday,Snacks,Sandwich,Rainy,No,193
Sunday,Snacks,Noodles,Rainy,Holiday,144
Thursday,Dinner,Biryani,Rainy,Sports Meet,266
Tuesday,Lunch,Noodles,Cold,Festival,168
Saturday,Breakfast,Sandwich,Cold,No,115
Wednesday,Dinner,Noodles,Cloudy,Festival,211
Friday,Dinner,Chapati,Cloudy,Exam,89
Friday,Snacks,Samosa,Rainy,Exam,163
Friday,Dinner,Chapati,Rainy,Festival,149
Tuesday,Lunch,Noodles,Cold,Sports Meet,202
Saturday,Breakfast,Dosa,Cold,No,73
Tuesday,Breakfast,Sandwich,Rainy,Festival,136
Wednesday,Lunch,Rice,Rainy,Holiday,156
Saturday,Lunch,Noodles,Cold,Exam,86
Monday,Snacks,Sandwich,Cold,Festival,226
Thursday,Breakfast,Idli,Cold,Sports Meet,172
Friday,Breakfast,Dosa,Cloudy,Sports Meet,206
Tuesday,Lunch,Rice,Sunny,Festival,169
Monday,Dinner,Noodles,Rainy,Exam,46
Saturday,Breakfast,Sandwich,Cloudy,No,144
Monday,Lunch,Biryani,Cloudy,Exam,144
Wednesday,Breakfast,Sandwich,Cold,Exam,45
Friday,Snacks,Sandwich,Rainy,Festival,263
Saturday,Lunch,Chapati,Cloudy,Festival,197
Saturday,Dinner,Chapati,Sunny,No,162
Sunday,Snacks,Noodles,Rainy,No,139
Monday,Dinner,Biryani,Rainy,No,173
Wednesday,Breakfast,Dosa,Cold,Holiday,172
Friday,Snacks,Samosa,Sunny,Holiday,152
Monday,Lunch,Biryani,Cloudy,Festival,265
Saturday,Dinner,Chapati,Sunny,Exam,103
Tuesday,Breakfast,Idli,Cloudy,Exam,99
Saturday,Snacks,Puff,Sunny,Festival,192
Saturday,Dinner,Noodles,Cold,Holiday,136
Wednesday,Snacks,Noodles,Cold,No,170
Tuesday,Snacks,Puff,Rainy,Holiday,85
Monday,Lunch,Biryani,Cold,Festival,219
Wednesday,Snacks,Samosa,Cloudy,No,186
Saturday,Snacks,Sandwich,Cloudy,Sports Meet,204
Saturday,Dinner,Biryani,Cold,Exam,171
Saturday,Dinner,Biryani,Sunny,No,230
Monday,Dinner,Chapati,Rainy,Festival,185
Wednesday,Lunch,Rice,Cold,Exam,101
Thursday,Breakfast,Dosa,Sunny,No,125
Thursday,Breakfast,Dosa,Cold,Festival,204
Thursday,Dinner,Chapati,Cloudy,Festival,178
Sunday,Breakfast,Dosa,Sunny,Festival,215
Thursday,Breakfast,Idli,Cold,No,124
Monday,Lunch,Rice,Sunny,Exam,137
Sunday,Lunch,Chapati,Rainy,No,115
Thursday,Snacks,Noodles,Sunny,Holiday,107
Thursday,Breakfast,Dosa,Cloudy,Sports Meet,201
Saturday,Breakfast,Sandwich,Cloudy,Festival,208
Thursday,Snacks,Noodles,Cold,No,145
Sunday,Snacks,Noodles,Cold,No,176
Thursday,Snacks,Puff,Rainy,Holiday,95
Wednesday,Lunch,Rice,Sunny,No,127
Tuesday,Dinner,Rice,Rainy,Festival,182
Sunday,Lunch,Chapati,Sunny,No,137
Friday,Breakfast,Dosa,Cloudy,Sports Meet,168
Monday,Lunch,Biryani,Cloudy,Exam,156
Saturday,Lunch,Rice,Sunny,Sports Meet,221
Sunday,Dinner,Rice,Cloudy,Festival,211
Sunday,Dinner,Noodles,Cold,No,165
Monday,Snacks,Samosa,Cold,Sports Meet,273
Friday,Snacks,Samosa,Cloudy,Exam,120
Tuesday,Dinner,Noodles,Cloudy,Holiday,78
Friday,Breakfast,Idli,Cold,Festival,209
Thursday,Lunch,Biryani,Cold,Festival,226
Tuesday,Dinner,Rice,Cold,Exam,55
Thursday,Snacks,Sandwich,Cold,No,167
Sunday,Breakfast,Dosa,Sunny,No,117
Sunday,Dinner,Noodles,Cold,No,155
Monday,Dinner,Noodles,Cold,No,88
Wednesday,Snacks,Samosa,Rainy,Sports Meet,335
Saturday,Snacks,Noodles,Cold,Exam,136
Monday,Snacks,Sandwich,Cold,Sports Meet,216
Tuesday,Snacks,Puff,Cloudy,Festival,207
Saturday,Breakfast,Idli,Sunny,Sports Meet,204
Saturday,Dinner,Rice,Rainy,Exam,120
Tuesday,Snacks,Sandwich,Cold,Exam,159
Wednesday,Breakfast,Idli,Cold,Sports Meet,146
Saturday,Lunch,Biryani,Cold,Holiday,206
Sunday,Snacks,Samosa,Cold,Festival,295
Sunday,Breakfast,Idli,Cloudy,No,106
Saturday,Lunch,Rice,Sunny,Exam,114
Friday,Snacks,Samosa,Cold,Exam,162
Tuesday,Snacks,Puff,Cloudy,Sports Meet,202
Wednesday,Dinner,Rice,Cold,Exam,82
Thursday,Dinner,Noodles,Rainy,Exam,80
